com,Part_grave,age_moyen,Part_homme,mod_mois,mod_jour,Part_surf_degradee,Part_lum_degradee,Part_atm_degradee,Part_agglo,Part_secu,mod_int,mod_int,mod_col,mod_catr,circ,mod_plan,mod_situ,mod_trajet,mod_choc
68020,75.0,59.75,100.0,mai,lundi,0.0,0.0,0.0,100.0,75.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68036,66.66666666666666,26.333333333333332,100.0,octobre,mardi,0.0,33.33333333333333,0.0,33.33333333333333,66.66666666666666,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Côté gauche
68040,60.0,51.4,100.0,mai,samedi,0.0,0.0,0.0,40.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68041,66.66666666666666,19.333333333333332,66.66666666666666,avril,lundi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68044,100.0,10.0,100.0,juillet,dimanche,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière gauche
68056,12.5,36.5,87.5,juin,samedi,0.0,12.5,0.0,87.5,87.5,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
68060,0.0,65.0,100.0,juin,samedi,0.0,0.0,0.0,0.0,100.0,Giratoire,Giratoire,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
68075,100.0,63.0,50.0,octobre,mercredi,0.0,0.0,0.0,50.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur piste cyclable,Promenade - loisirs,Aucun
68104,100.0,85.0,100.0,mars,lundi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur accotement,Promenade - loisirs,Arrière gauche
68106,100.0,51.666666666666664,66.66666666666666,septembre,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,En courbe à gauche,Sur accotement,Promenade - loisirs,Aucun
68115,0.0,73.0,100.0,juillet,vendredi,0.0,0.0,0.0,100.0,100.0,Intersection en T,Intersection en T,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68116,100.0,52.0,100.0,juillet,mercredi,100.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
68117,100.0,47.0,50.0,octobre,mercredi,50.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Avant
68120,0.0,33.0,100.0,juillet,vendredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68121,33.33333333333333,34.666666666666664,100.0,octobre,vendredi,0.0,33.33333333333333,33.33333333333333,100.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68142,0.0,48.5,50.0,juillet,dimanche,0.0,0.0,50.0,50.0,50.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Côté gauche
68145,42.857142857142854,48.142857142857146,71.42857142857143,mars,mercredi,14.285714285714285,28.57142857142857,14.285714285714285,100.0,71.42857142857143,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68150,0.0,18.0,100.0,juillet,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Voie communale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant droit
68163,50.0,34.333333333333336,100.0,aout,lundi,16.666666666666664,33.33333333333333,16.666666666666664,66.66666666666666,83.33333333333334,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68174,100.0,66.0,100.0,novembre,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
68181,100.0,8.0,100.0,avril,samedi,0.0,0.0,0.0,100.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68201,66.66666666666666,56.333333333333336,100.0,aout,samedi,33.33333333333333,0.0,33.33333333333333,66.66666666666666,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Autres,Promenade - loisirs,Avant
68208,100.0,40.0,0.0,mai,dimanche,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Chocs multiples (tonneaux)
68222,50.0,47.0,100.0,mars,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Côté gauche
68228,100.0,69.5,100.0,mars,vendredi,0.0,0.0,50.0,0.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Autre,Promenade - loisirs,Côté gauche
68251,66.66666666666666,36.5,83.33333333333334,juin,samedi,16.666666666666664,0.0,16.666666666666664,33.33333333333333,83.33333333333334,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant
68269,60.0,44.2,60.0,octobre,mardi,0.0,20.0,20.0,60.0,60.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté droit
68278,80.0,50.642857142857146,93.33333333333333,septembre,vendredi,20.0,20.0,33.33333333333333,73.33333333333333,80.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68302,100.0,48.0,100.0,juin,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
68304,100.0,19.0,100.0,juillet,dimanche,0.0,100.0,0.0,100.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
68311,100.0,54.833333333333336,100.0,juin,samedi,16.666666666666664,16.666666666666664,16.666666666666664,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Côté gauche
68322,100.0,49.0,100.0,aout,samedi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
68334,80.0,22.4,80.0,mai,vendredi,0.0,20.0,20.0,100.0,80.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68342,66.66666666666666,47.333333333333336,100.0,juin,samedi,0.0,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68349,42.857142857142854,57.0,100.0,mai,samedi,14.285714285714285,0.0,14.285714285714285,85.71428571428571,42.857142857142854,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68352,33.33333333333333,48.0,66.66666666666666,mai,lundi,0.0,0.0,0.0,66.66666666666666,66.66666666666666,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Côté gauche
68372,100.0,29.5,100.0,juin,samedi,0.0,50.0,50.0,50.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68374,46.666666666666664,42.4,86.66666666666667,octobre,mardi,6.666666666666667,0.0,26.666666666666668,60.0,80.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68375,66.66666666666666,47.22222222222222,88.88888888888889,octobre,lundi,0.0,11.11111111111111,0.0,88.88888888888889,77.77777777777779,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
68381,0.0,39.0,100.0,juin,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Autre,Bidirectionnelle,"""En """"S""""""",Sur accotement,Promenade - loisirs,Chocs multiples (tonneaux)
69003,0.0,46.0,100.0,juin,lundi,50.0,0.0,0.0,100.0,100.0,Autre intersection,Autre intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,En courbe à droite,Autre,Non renseigné,Côté droit
69033,50.0,46.5,100.0,mars,jeudi,0.0,50.0,0.0,50.0,50.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Autre,Promenade - loisirs,Avant
69035,100.0,54.0,0.0,aout,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Arrière
69046,25.0,21.25,50.0,septembre,samedi,0.0,0.0,0.0,100.0,0.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
69047,100.0,35.5,100.0,aout,vendredi,0.0,0.0,0.0,0.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
69050,50.0,51.833333333333336,100.0,janvier,samedi,33.33333333333333,0.0,16.666666666666664,16.666666666666664,83.33333333333334,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
69057,100.0,63.0,100.0,septembre,jeudi,100.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Non renseigné,Aucun
69059,75.0,43.0,100.0,mars,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
69072,0.0,47.0,100.0,decembre,lundi,50.0,50.0,50.0,0.0,50.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Arrière gauche
69088,50.0,37.0,50.0,mai,vendredi,0.0,0.0,0.0,100.0,50.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route de métropole urbaine,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Côté gauche
69096,40.0,48.8,80.0,octobre,vendredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
69101,100.0,69.0,100.0,juillet,samedi,100.0,0.0,100.0,100.0,0.0,Hors intersection,Hors intersection,Sans collision,Voie communale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Aucun
69110,100.0,53.0,100.0,juin,dimanche,0.0,0.0,0.0,0.0,50.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur accotement,Promenade - loisirs,Avant
69133,50.0,49.5,50.0,avril,lundi,0.0,0.0,50.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
69136,100.0,51.666666666666664,100.0,octobre,lundi,0.0,0.0,0.0,66.66666666666666,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
69141,100.0,70.5,100.0,aout,samedi,0.0,0.0,0.0,50.0,75.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
69147,100.0,45.0,0.0,septembre,lundi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route nationale,Bidirectionnelle,En courbe à gauche,Autre,Non renseigné,Aucun
69154,100.0,48.5,75.0,octobre,samedi,50.0,0.0,25.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant
69171,100.0,75.0,100.0,avril,mardi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
69175,0.0,13.0,100.0,juillet,mardi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant
69180,100.0,76.0,100.0,aout,samedi,100.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
69197,100.0,56.0,66.66666666666666,mai,vendredi,0.0,0.0,33.33333333333333,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
69202,25.0,40.75,83.33333333333334,mai,mercredi,8.333333333333332,16.666666666666664,8.333333333333332,91.66666666666666,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
69207,50.0,30.25,100.0,fevrier,jeudi,25.0,0.0,0.0,100.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Non renseigné,Sur chaussée,Promenade - loisirs,Côté gauche
69209,0.0,62.0,0.0,aout,mardi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
69220,100.0,61.0,100.0,octobre,vendredi,0.0,0.0,0.0,100.0,100.0,Autre intersection,Autre intersection,Deux véhicules - par l'arrière,Voie communale,A sens unique,En courbe à gauche,Sur chaussée,Promenade - loisirs,Arrière
69222,50.0,46.0,100.0,mars,samedi,50.0,50.0,50.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Domicile - travail,Côté gauche
69228,50.0,59.5,100.0,aout,mercredi,0.0,0.0,0.0,16.666666666666664,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
69238,100.0,47.0,100.0,aout,lundi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
69242,50.0,49.0,100.0,octobre,jeudi,0.0,0.0,50.0,50.0,50.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Côté gauche
69246,100.0,42.0,100.0,juin,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,En courbe à gauche,Sur accotement,Promenade - loisirs,Côté gauche
69248,0.0,33.0,100.0,decembre,samedi,100.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,A sens unique,Partie rectiligne,Sur chaussée,Non renseigné,Avant
69252,100.0,64.0,100.0,mai,dimanche,100.0,0.0,100.0,0.0,0.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Côté gauche
69254,100.0,66.5,100.0,mai,lundi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Côté gauche
69269,50.0,59.333333333333336,83.33333333333334,septembre,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Aucun
69271,28.57142857142857,39.857142857142854,71.42857142857143,novembre,mardi,0.0,28.57142857142857,0.0,100.0,85.71428571428571,Giratoire,Giratoire,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
69277,75.0,63.75,100.0,mai,mercredi,0.0,0.0,25.0,50.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur piste cyclable,Promenade - loisirs,Côté gauche
69278,0.0,36.666666666666664,100.0,mai,lundi,33.33333333333333,0.0,0.0,100.0,66.66666666666666,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,A sens unique,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
69280,0.0,11.0,100.0,aout,mardi,0.0,0.0,0.0,100.0,100.0,Autre intersection,Autre intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,Non renseigné,null,Promenade - loisirs,Côté gauche
69282,30.434782608695656,37.52173913043478,78.26086956521739,juillet,mardi,13.043478260869565,21.73913043478261,26.08695652173913,100.0,95.65217391304348,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
69288,33.33333333333333,58.0,100.0,octobre,vendredi,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,100.0,Giratoire,Giratoire,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière gauche
69290,31.03448275862069,40.327586206896555,82.75862068965517,octobre,mardi,22.413793103448278,27.586206896551722,24.137931034482758,93.10344827586206,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
69382,23.57142857142857,34.22857142857143,65.0,avril,jeudi,6.428571428571428,24.285714285714285,7.142857142857142,98.57142857142858,93.57142857142857,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,A sens unique,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
69385,25.555555555555554,35.111111111111114,75.55555555555556,septembre,mardi,13.333333333333334,21.11111111111111,11.11111111111111,98.88888888888889,97.77777777777777,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
69389,28.723404255319153,35.861702127659576,78.72340425531915,juin,mardi,9.574468085106384,20.212765957446805,13.829787234042554,97.87234042553192,96.80851063829788,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
70025,100.0,10.0,100.0,mai,dimanche,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant droit
7003,100.0,16.0,100.0,aout,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant
7007,0.0,22.0,100.0,mai,mardi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Non renseigné,Avant
70085,33.33333333333333,56.0,100.0,mai,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
70093,100.0,69.0,50.0,mars,lundi,50.0,0.0,50.0,50.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Autre,Promenade - loisirs,Avant
7010,100.0,71.0,100.0,octobre,lundi,0.0,0.0,0.0,100.0,100.0,Giratoire,Giratoire,Deux véhicules - par l'arrière,Route départementale,A sens unique,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
70103,100.0,66.0,100.0,juillet,samedi,100.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
70137,100.0,73.0,100.0,juin,mardi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
70154,0.0,49.0,100.0,mai,mercredi,100.0,0.0,100.0,0.0,100.0,Intersection en Y,Intersection en Y,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant
7019,83.33333333333334,50.0,100.0,mai,lundi,0.0,0.0,16.666666666666664,33.33333333333333,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route nationale,A sens unique,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
70210,100.0,76.0,100.0,octobre,samedi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Sans collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
70219,100.0,20.0,100.0,novembre,samedi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Utilisation professionnelle,Avant
70245,66.66666666666666,53.0,100.0,aout,lundi,0.0,0.0,0.0,33.33333333333333,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
70248,100.0,70.0,100.0,janvier,vendredi,0.0,0.0,100.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant gauche
70283,50.0,59.0,100.0,juillet,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant gauche
70294,100.0,8.0,0.0,juin,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
70299,0.0,11.0,100.0,avril,mardi,0.0,0.0,0.0,100.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - école,Avant
7033,100.0,39.0,100.0,octobre,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant
70373,100.0,3.0,0.0,avril,samedi,0.0,0.0,0.0,100.0,100.0,Place,Place,Deux véhicules - par l'arrière,Autre,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Arrière
70387,100.0,69.0,100.0,novembre,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté droit
70388,0.0,53.0,100.0,mai,samedi,0.0,0.0,0.0,100.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière droit
70408,100.0,16.5,100.0,mars,samedi,0.0,0.0,0.0,100.0,50.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à droite,Autre,Domicile - travail,Avant
70473,0.0,57.0,100.0,septembre,mardi,0.0,0.0,0.0,100.0,100.0,Autre intersection,Autre intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Courses - achats,Côté gauche
7055,50.0,56.0,50.0,octobre,jeudi,0.0,0.0,50.0,100.0,50.0,Autre intersection,Autre intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Aucun
70550,42.857142857142854,42.17857142857143,75.0,juillet,lundi,14.285714285714285,21.428571428571427,10.714285714285714,92.85714285714286,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
70560,0.0,46.0,100.0,juillet,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
7076,100.0,57.0,100.0,septembre,dimanche,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
7085,100.0,71.0,100.0,aout,vendredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Non renseigné,null,Promenade - loisirs,Avant
7086,100.0,8.0,0.0,juin,mercredi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
